orderid,shipcity,shipstate,shippostalcode,shipcountry,courier_status
407-3271219-3762757,PUNE,MAHARASHTRA,411028.0,IN,Shipped
402-3660716-8589107,trivandrum,KERALA,695003.0,IN,Shipped
171-3953233-6135505,KANPUR,UTTAR PRADESH,208027.0,IN,Shipped
402-5525660-2118707,CHINNALAPATTI,TAMIL NADU,624301.0,IN,Shipped
406-9941718-1734719,BENGALURU,KARNATAKA,560072.0,IN,Shipped
171-1297873-2176339,HYDERABAD,TELANGANA,500073.0,IN,Shipped
407-6401192-4057954,BENGALURU,KARNATAKA,560100.0,IN,Shipped
406-3397500-8084361,BENGALURU,KARNATAKA,560072.0,IN,Shipped
171-9620288-8918704,BAGESHWAR,UTTARAKHAND,263642.0,IN,Cancelled
402-8089760-1132331,NEW DELHI,DELHI,110059.0,IN,Shipped
403-7042175-3905937,BARRACKPORE,WEST BENGAL,700122.0,IN,Shipped
403-7042175-3905937,BARRACKPORE,WEST BENGAL,700122.0,IN,Shipped
407-4629176-4141949,Dombivali  east,MAHARASHTRA,421201.0,IN,Shipped
171-7306449-0588335,NEW DELHI,DELHI,110017.0,IN,Shipped
407-1396965-6726703,PATNA,BIHAR,801105.0,IN,Shipped
407-0624641-6557144,Hyderabad,TELANGANA,500070.0,IN,Shipped
405-8444009-8723509,New delhi,DELHI,110085.0,IN,Shipped
406-5729580-2175565,NEW TOWN,WEST BENGAL,700135.0,IN,Shipped
404-2255967-5457950,HYDERABAD,TELANGANA,502319.0,IN,Shipped
408-5020509-5674715,NEW DELHI,DELHI,110096.0,IN,Shipped
407-7642883-3094732,SIBSAGAR,ASSAM,785667.0,IN,Shipped
404-7608918-0571517,JAMMU,JAMMU & KASHMIR,180015.0,IN,Shipped
171-6589781-2209965,Pune,MAHARASHTRA,411019.0,IN,Shipped
405-9442254-2207515,Pathanapuram,KERALA,689695.0,IN,Shipped
405-3071731-6600369,Pathanapuram,KERALA,689695.0,IN,Shipped
404-6026001-1717923,JAUNPUR,UTTAR PRADESH,222001.0,IN,Unknown
404-4026534-0431517,SOLAPUR,MAHARASHTRA,413001.0,IN,Cancelled
406-4970885-3273941,PUNE,MAHARASHTRA,411047.0,IN,Shipped
406-2942566-8263534,MAHBUBNAGAR,TELANGANA,509001.0,IN,Shipped
406-7501816-7391539,Nk sweets Vikasnagar,UTTARAKHAND,248198.0,IN,Shipped
408-3137526-3167563,DARJEELING,WEST BENGAL,734101.0,IN,Shipped
408-5211576-2061139,RANCHI,JHARKHAND,834001.0,IN,Shipped
406-9632792-8869139,BENGALURU,KARNATAKA,560019.0,IN,Shipped
408-7971979-8745937,LUDHIANA,PUNJAB,141001.0,IN,Shipped
405-5166820-2566738,BENGALURU,KARNATAKA,560076.0,IN,Shipped
405-8932002-4271522,HYDERABAD,TELANGANA,500043.0,IN,Shipped
404-1855398-2642751,MUZAFFARPUR,BIHAR,842002.0,IN,Shipped
408-0912805-7526753,MUMBAI,MAHARASHTRA,400101.0,IN,Shipped
402-2403704-9667560,SECUNDERABAD,TELANGANA,500011.0,IN,Shipped
405-2569549-3466719,Sonbhadra,UTTAR PRADESH,231216.0,IN,Shipped
405-2822825-3877133,LUCKNOW,UTTAR PRADESH,226010.0,IN,Shipped
171-5222377-4501935,KAKINADA,ANDHRA PRADESH,533003.0,IN,Shipped
171-2644368-7969167,KAKINADA,ANDHRA PRADESH,533003.0,IN,Shipped
171-2644368-7969167,KAKINADA,ANDHRA PRADESH,533003.0,IN,Shipped
171-2644368-7969167,KAKINADA,ANDHRA PRADESH,533003.0,IN,Shipped
171-2644368-7969167,KAKINADA,ANDHRA PRADESH,533003.0,IN,Shipped
171-2644368-7969167,KAKINADA,ANDHRA PRADESH,533003.0,IN,Shipped
171-2644368-7969167,KAKINADA,ANDHRA PRADESH,533003.0,IN,Shipped
171-1758807-7455529,HALDIA,WEST BENGAL,721635.0,IN,Shipped
404-5848202-7366725,HYDERABAD,TELANGANA,500056.0,IN,Unknown
408-8224264-0017161,NEW DELHI,DELHI,110016.0,IN,Shipped
408-6529937-6381928,Tivim,GOA,403502.0,IN,Shipped
407-2028379-9672355,CHENNAI,TAMIL NADU,600024.0,IN,Shipped
402-9221687-4573915,HYDERABAD,TELANGANA,500053.0,IN,Shipped
405-2668017-2013957,Agra,UTTAR PRADESH,282001.0,IN,Shipped
408-3337319-8990747,MANDVI KACHCHH DISTRICT,Gujarat,370465.0,IN,Shipped
407-1256885-2004349,SAMBALPUR,ODISHA,768004.0,IN,Shipped
404-3723311-1030756,KANNIYAKUMARI,TAMIL NADU,629701.0,IN,Shipped
171-5542306-9306709,"Chinchwad ,Pune",MAHARASHTRA,411019.0,IN,Cancelled
406-3702147-1800341,HYDERABAD,TELANGANA,500094.0,IN,Shipped
404-5867260-9073129,CHENNAI,TAMIL NADU,600091.0,IN,Unknown
404-0532727-2082745,Hyderabad,TELANGANA,500008.0,IN,Shipped
403-8966287-7773106,BENGALURU,KARNATAKA,560036.0,IN,Shipped
408-1512444-4965152,PURNIA,BIHAR,854301.0,IN,Shipped
171-9451879-3651542,kolkata,WEST BENGAL,700059.0,IN,Shipped
408-8501185-0578768,PUDUCHERRY,PUDUCHERRY,605008.0,IN,Unshipped
402-0251823-0845133,SHILLONG,MEGHALAYA,793022.0,IN,Shipped
408-5190897-8781155,PUNE,MAHARASHTRA,411057.0,IN,Shipped
403-3109934-4911514,TADEPALLIGUDEM,ANDHRA PRADESH,534101.0,IN,Shipped
407-0718034-7893108,Ghaziabad,UTTAR PRADESH,201001.0,IN,Shipped
404-0752237-5721965,HYDERABAD,TELANGANA,500090.0,IN,Shipped
403-6818986-3510737,BENGALURU,KARNATAKA,560036.0,IN,Unshipped
403-4673019-6572340,GWALIOR,MADHYA PRADESH,474001.0,IN,Shipped
171-4549643-0067500,AKOLA,MAHARASHTRA,444101.0,IN,Cancelled
404-3622512-3887551,JORHAT,ASSAM,785001.0,IN,Shipped
406-6906315-9570765,CHENNAI,TAMIL NADU,600100.0,IN,Shipped
407-3562449-1962729,RAMANAGARA,KARNATAKA,562159.0,IN,Shipped
408-2593644-6317933,Vijayapur,KARNATAKA,586109.0,IN,Shipped
407-7607527-1189964,RAMANAGARA,KARNATAKA,562159.0,IN,Shipped
405-7398388-2654744,BOKARO STEEL CITY,JHARKHAND,827001.0,IN,Shipped
405-5066690-4132337,BENGALURU,KARNATAKA,560008.0,IN,Shipped
408-6466311-6949931,LUCKNOW,UTTAR PRADESH,226002.0,IN,Shipped
171-4643830-2345965,MUMBAI,MAHARASHTRA,400101.0,IN,Unknown
404-1051549-5381167,KHAMMAM,TELANGANA,507003.0,IN,Shipped
406-7625210-8793109,CHENNAI,TAMIL NADU,600041.0,IN,Shipped
406-8665288-2025908,NEW DELHI,DELHI,110084.0,IN,Shipped
408-6732772-4525113,AURANGABAD,MAHARASHTRA,431002.0,IN,Shipped
171-7068385-2777168,Pune,MAHARASHTRA,411014.0,IN,Shipped
405-9930530-1209919,GADARWARA,MADHYA PRADESH,487551.0,IN,Shipped
407-0288006-5535531,HYDERABAD,TELANGANA,500050.0,IN,Shipped
403-6363820-3080315,PUDUCHERRY,PUDUCHERRY,605001.0,IN,Shipped
408-7937211-8974712,SHIRDI,MAHARASHTRA,423109.0,IN,Shipped
407-4283259-6933941,VELLORE,TAMIL NADU,632004.0,IN,Shipped
407-3630361-4581152,VELLORE,TAMIL NADU,632004.0,IN,Cancelled
408-6348199-2089932,RANCHI,JHARKHAND,834002.0,IN,Shipped
408-5824761-8505932,noida,UTTAR PRADESH,201301.0,IN,Shipped
406-0673842-3693910,Mangaluru,KARNATAKA,575007.0,IN,Shipped
405-0722232-7258752,SINGRAULI,MADHYA PRADESH,486889.0,IN,Shipped
408-0224364-7467540,NEW DELHI,DELHI,110063.0,IN,Shipped
408-2445040-0957913,BENGALURU,KARNATAKA,560077.0,IN,Shipped
406-8412164-3153129,MUMBAI,MAHARASHTRA,400097.0,IN,Shipped
407-5524319-6977912,THRIPPUNITHURA,KERALA,682301.0,IN,Cancelled
407-7757868-6086759,NEW DELHI,DELHI,110017.0,IN,Shipped
171-5065107-7793119,GHAZIABAD,UTTAR PRADESH,201014.0,IN,Shipped
403-0216195-8439543,KENDUJHAR,ODISHA,758001.0,IN,Shipped
402-9874837-4557125,MUMBAI,MAHARASHTRA,400066.0,IN,Shipped
408-8892348-9765950,THANE,MAHARASHTRA,401107.0,IN,Shipped
408-6417023-0253911,THANE,MAHARASHTRA,401107.0,IN,Shipped
407-4004149-2857161,KALYAN,MAHARASHTRA,421201.0,IN,Shipped
404-6408992-6781106,CHENNAI,TAMIL NADU,600015.0,IN,Shipped
407-9345273-2408359,CHENNAI,TAMIL NADU,600115.0,IN,Shipped
408-0266080-9401113,GURUGRAM,HARYANA,122022.0,IN,Shipped
404-6096382-3389133,LUDHIANA,PUNJAB,141012.0,IN,Shipped
405-9737320-3923530,Nerul,GOA,403114.0,IN,Shipped
402-7908398-5262750,IMPHAL,MANIPUR,795004.0,IN,Shipped
407-6861831-9368312,PALASBARI,ASSAM,781120.0,IN,Cancelled
406-4290163-4557960,HYDERABAD,TELANGANA,500090.0,IN,Unshipped
405-9000587-4386763,PUNE,MAHARASHTRA,411057.0,IN,Shipped
405-9000587-4386763,PUNE,MAHARASHTRA,411057.0,IN,Shipped
404-7760595-7490722,Chikkaballapur,KARNATAKA,562101.0,IN,Unshipped
403-8206114-6438765,Andul near maya stores,WEST BENGAL,711302.0,IN,Shipped
404-6734371-2217151,BENGALURU,KARNATAKA,560078.0,IN,Shipped
403-9844758-9663515,MUMBAI,MAHARASHTRA,400067.0,IN,Shipped
402-1037282-5400318,Mumbai,MAHARASHTRA,400078.0,IN,Shipped
408-6497115-2636366,HYDERABAD,TELANGANA,500067.0,IN,Shipped
408-2311178-4563550,HYDERABAD,TELANGANA,500067.0,IN,Shipped
171-7904830-1900363,HYDERABAD,TELANGANA,500075.0,IN,Shipped
406-9476969-2801163,BENGALURU,KARNATAKA,560011.0,IN,Shipped
403-2867551-8904322,BENGALURU,KARNATAKA,560035.0,IN,Shipped
407-0133690-8157926,SURAT,Gujarat,395007.0,IN,Shipped
402-2892726-4411563,Mumbai,MAHARASHTRA,400078.0,IN,Unshipped
402-9688522-2179563,CHITTOOR,ANDHRA PRADESH,517001.0,IN,Shipped
404-7977517-7125147,KADUR,KARNATAKA,577548.0,IN,Shipped
403-4009455-2766717,SURATGARH,RAJASTHAN,335804.0,IN,Shipped
408-8960391-6097167,MIRA ROAD,MAHARASHTRA,401107.0,IN,Cancelled
406-9811989-3946709,MUMBAI,MAHARASHTRA,400095.0,IN,Shipped
406-0361691-7797129,MUMBAI,MAHARASHTRA,400095.0,IN,Shipped
408-9628391-5712365,DINANAGAR,PUNJAB,143531.0,IN,Shipped
408-1587720-2667552,KOLKATA,WEST BENGAL,700028.0,IN,Shipped
171-5980259-5726757,SECUNDERABAD,TELANGANA,500011.0,IN,Shipped
405-2266530-9531500,KALYAN,MAHARASHTRA,421004.0,IN,Shipped
408-3468189-1632369,ARAKANDANALLUR,TAMIL NADU,605752.0,IN,Shipped
402-8199412-5613164,BHOPAL,MADHYA PRADESH,462038.0,IN,Shipped
406-8049367-7383569,GURGAON,HARYANA,122001.0,IN,Shipped
404-4084311-5014713,HYDERABAD,TELANGANA,500036.0,IN,Shipped
405-4491602-9761902,Bhatgaon,CHHATTISGARH,497235.0,IN,Cancelled
404-3973098-9107502,BHANJANAGAR,ODISHA,761126.0,IN,Shipped
404-8364446-3952321,VISAKHAPATNAM,ANDHRA PRADESH,530016.0,IN,Shipped
408-4378624-3886712,GHAZIABAD,UTTAR PRADESH,201012.0,IN,Cancelled
408-2058872-0942730,VISAKHAPATNAM,ANDHRA PRADESH,531173.0,IN,Shipped
408-2058872-0942730,VISAKHAPATNAM,ANDHRA PRADESH,531173.0,IN,Shipped
404-5141245-7726736,MADHURAWADA,ANDHRA PRADESH,530048.0,IN,Shipped
405-5489495-6651552,ALMORA,UTTARAKHAND,263601.0,IN,Shipped
171-6816175-3049154,PRODDATUR,ANDHRA PRADESH,516360.0,IN,Shipped
408-7342331-1733136,SHRIGONDA,MAHARASHTRA,413701.0,IN,Cancelled
402-1721558-6618710,WARANGAL,TELANGANA,506330.0,IN,Unknown
406-2138801-8731538,CHENNAI,TAMIL NADU,600089.0,IN,Shipped
407-1271803-1705135,FAIZABAD,UTTAR PRADESH,224001.0,IN,Shipped
408-0666162-2209142,BHIWADI,RAJASTHAN,301019.0,IN,Shipped
404-8344681-3468344,NOIDA,UTTAR PRADESH,201301.0,IN,Shipped
405-5365766-8023559,WARANGAL,TELANGANA,506001.0,IN,Shipped
405-2729845-2846741,BANGALORE,KARNATAKA,560078.0,IN,Shipped
407-7312276-7007540,NEW DELHI,DELHI,110085.0,IN,Shipped
407-6910434-1793162,SAMBALPUR,ODISHA,768004.0,IN,Cancelled
407-7361111-8973957,ALLAHABAD,UTTAR PRADESH,211002.0,IN,Shipped
406-2349830-7633129,WARANGAL,TELANGANA,506009.0,IN,Shipped
404-0553710-6997951,Vadodara,Gujarat,390011.0,IN,Cancelled
404-5682813-1706729,NEW DELHI,DELHI,110030.0,IN,Shipped
171-0355946-6502712,NASHIK,MAHARASHTRA,422101.0,IN,Shipped
405-5141255-1451535,Malda,WEST BENGAL,732103.0,IN,Shipped
402-4712282-7084353,KALYAN,MAHARASHTRA,421301.0,IN,Shipped
408-4929717-0247504,VISAKHAPATNAM,ANDHRA PRADESH,530047.0,IN,Shipped
408-4929717-0247504,VISAKHAPATNAM,ANDHRA PRADESH,530047.0,IN,Shipped
407-0903946-2097158,KOLLAM,KERALA,690521.0,IN,Shipped
403-3362230-0094739,BENGALURU,KARNATAKA,560021.0,IN,Shipped
404-2227887-7441969,MUMBAI,MAHARASHTRA,400042.0,IN,Shipped
407-8016372-7101131,ALLAHABAD,UTTAR PRADESH,211002.0,IN,Shipped
407-2520173-9985116,SURAT,Gujarat,395007.0,IN,Shipped
407-3257788-4892350,GUNTUR,ANDHRA PRADESH,522614.0,IN,Shipped
408-7201398-0382766,AHMEDABAD,Gujarat,380058.0,IN,Shipped
407-1181422-6183500,MANGALURU,KARNATAKA,575002.0,IN,Cancelled
408-6235816-9261123,BENGALURU,KARNATAKA,560043.0,IN,Unshipped
408-5823964-2421167,BENGALURU,KARNATAKA,560043.0,IN,Unknown
408-2752424-0976355,PATNA,BIHAR,800026.0,IN,Unknown
408-1221783-1443515,Pune,MAHARASHTRA,411033.0,IN,Shipped
404-3977029-4836363,MUMBAI,MAHARASHTRA,400042.0,IN,Cancelled
406-6993846-8855562,ROORKEE,UTTARAKHAND,247667.0,IN,Shipped
405-5018129-4536368,MANGALURU,KARNATAKA,575006.0,IN,Shipped
406-3787864-1268330,NAGPUR,MAHARASHTRA,440006.0,IN,Shipped
171-8504713-0689107,NOIDA,UTTAR PRADESH,201301.0,IN,Shipped
402-9564773-1029157,JAIPUR,RAJASTHAN,303905.0,IN,Shipped
405-4930362-9342759,Golabandha,ODISHA,761002.0,IN,Shipped
402-4976284-7401969,ROHTAK,HARYANA,124001.0,IN,Cancelled
404-7724638-9574745,VISAKHAPATNAM,ANDHRA PRADESH,530016.0,IN,Unshipped
408-9182064-6638723,CHENNAI,TAMIL NADU,600089.0,IN,Shipped
171-9163388-0505130,BHATPARA,WEST BENGAL,743127.0,IN,Shipped
171-4737030-9245958,Palampur,HIMACHAL PRADESH,176092.0,IN,Shipped
402-3889665-2309117,PUNE,MAHARASHTRA,411001.0,IN,Shipped
404-0489249-5004350,KANPUR,UTTAR PRADESH,208017.0,IN,Shipped
402-5795462-7785129,MUMBAI,MAHARASHTRA,400074.0,IN,Shipped
402-1771710-8988341,CHENNAI,TAMIL NADU,600128.0,IN,Shipped
407-8782240-5186712,NASHIK,MAHARASHTRA,422101.0,IN,Shipped
406-1146171-5116306,NEW DELHI,DELHI,110058.0,IN,Shipped
405-4454054-5598720,MUMBAI,MAHARASHTRA,400042.0,IN,Shipped
405-0904566-9930731,GREATER NOIDA,UTTAR PRADESH,201308.0,IN,Shipped
405-2826187-6916328,NEW DELHI,DELHI,110075.0,IN,Shipped
404-5926144-0737167,PICHHORE SHIVPURI DISTRICT,MADHYA PRADESH,473995.0,IN,Shipped
407-0010438-9058746,LUCKNOW,UTTAR PRADESH,226025.0,IN,Shipped
405-7730926-6032325,SIKANDARABAD INDUSTRIAL AREA,UTTAR PRADESH,203205.0,IN,Unknown
171-6907664-7672347,MUMBAI,MAHARASHTRA,400098.0,IN,Shipped
404-0072596-3665116,THIRUVANANTHAPURAM,KERALA,695005.0,IN,Shipped
406-8833813-9606757,MAVELIKKARA,KERALA,690107.0,IN,Shipped
408-3892272-6235562,KOLKATA,WEST BENGAL,700022.0,IN,Shipped
171-9584070-4172351,HYDERABAD,TELANGANA,500032.0,IN,Shipped
402-1220435-6391519,THANE,MAHARASHTRA,400615.0,IN,Shipped
404-5137687-4471546,BILASPUR,CHHATTISGARH,495001.0,IN,Shipped
171-0065908-0641927,MYSURU,KARNATAKA,570001.0,IN,Unshipped
403-3416641-9569165,QADIAN,PUNJAB,143516.0,IN,Cancelled
404-1694926-5861958,BHUBANESWAR,ODISHA,751021.0,IN,Shipped
402-5767256-6281114,KALABURGI,KARNATAKA,585101.0,IN,Shipped
403-3410267-0750719,NAGPUR,MAHARASHTRA,440003.0,IN,Shipped
403-9122678-2549117,Rangareddy,TELANGANA,509327.0,IN,Shipped
402-7676083-2016323,HYDERABAD,TELANGANA,500089.0,IN,Shipped
404-7830524-8312347,HYDERABAD,TELANGANA,500013.0,IN,Shipped
402-5917367-0340362,Ahmedabad,Gujarat,380054.0,IN,Shipped
408-7154712-8009957,CHENNAI,TAMIL NADU,600063.0,IN,Shipped
402-6250862-8853945,DHARMANAGAR,TRIPURA,799250.0,IN,Shipped
406-0002738-2742749,JAIPUR,RAJASTHAN,302012.0,IN,Shipped
403-6658095-6765934,Jhajjar,HARYANA,124103.0,IN,Shipped
402-7304691-3952343,HYDERABAD,TELANGANA,500005.0,IN,Shipped
407-6959497-7065133,BENGALURU,KARNATAKA,560105.0,IN,Shipped
406-0117804-3287554,JAMSHEDPUR,JHARKHAND,831005.0,IN,Shipped
407-9183800-1013951,VADODARA,Gujarat,390016.0,IN,Shipped
405-0930056-6437111,MEERUT,UTTAR PRADESH,250001.0,IN,Shipped
405-7472210-7516334,HYDERABAD,TELANGANA,500089.0,IN,Shipped
408-4366006-6437145,GHAZIABAD,UTTAR PRADESH,201012.0,IN,Shipped
403-3676854-5721945,GORAKHPUR,UTTAR PRADESH,273004.0,IN,Shipped
408-6618566-0057120,MUDBIDRI,KARNATAKA,574227.0,IN,Shipped
171-7822891-4076363,VASCO DA GAMA,GOA,403802.0,IN,Cancelled
406-3015774-3032307,NADIAD,Gujarat,387001.0,IN,Shipped
407-8925293-2306747,Janipur,JAMMU & KASHMIR,180007.0,IN,Shipped
402-7386453-2621962,Nagpur,MAHARASHTRA,440015.0,IN,Shipped
405-7939580-3974740,GHAZIABAD,UTTAR PRADESH,201009.0,IN,Unshipped
402-1304000-3677964,HYDERABAD,TELANGANA,500006.0,IN,Shipped
403-7294367-8346767,VISAKHAPATNAM,ANDHRA PRADESH,530027.0,IN,Shipped
403-7294367-8346767,VISAKHAPATNAM,ANDHRA PRADESH,530027.0,IN,Shipped
406-3069661-8992322,KANPURKanpur,UTTAR PRADESH,208013.0,IN,Shipped
405-6917473-7822701,HYDERABAD,TELANGANA,500098.0,IN,Cancelled
405-2853362-9249968,BENGALURU,KARNATAKA,560064.0,IN,Shipped
408-5685967-2798764,Hamirpur,UTTAR PRADESH,210504.0,IN,Shipped
407-1521483-6236364,CHENNAI,TAMIL NADU,600086.0,IN,Shipped
407-3192826-3199543,AMRITSAR,PUNJAB,143001.0,IN,Shipped
405-6680529-6046716,NEW DELHI,DELHI,110039.0,IN,Shipped
407-3789221-2643524,COIMBATORE,TAMIL NADU,641037.0,IN,Shipped
171-0201364-0214715,PALI,RAJASTHAN,306401.0,IN,Shipped
404-5782230-8762723,BASSEIN,MAHARASHTRA,401201.0,IN,Shipped
404-2222453-6739538,BASSEIN,MAHARASHTRA,401201.0,IN,Shipped
408-7009060-8830716,THIRUVALLA,KERALA,689101.0,IN,Shipped
402-3663529-2350713,GORAKHPUR,UTTAR PRADESH,273004.0,IN,Shipped
406-6439645-8186752,IMPHAL,MANIPUR,795113.0,IN,Shipped
407-1487637-6585969,VELLORE,TAMIL NADU,632004.0,IN,Unshipped
407-0632004-8093157,VELLORE,TAMIL NADU,632004.0,IN,Unshipped
402-9211704-8331565,AMBASAMUDRAM,TAMIL NADU,627401.0,IN,Shipped
402-3020801-9225151,Pathanamthitta,KERALA,689698.0,IN,Unshipped
403-3917470-4280308,Chennai,TAMIL NADU,600002.0,IN,Shipped
403-3917470-4280308,Chennai,TAMIL NADU,600002.0,IN,Shipped
171-2628906-0061939,NEW DELHI,DELHI,110092.0,IN,Shipped
406-3009249-7653118,Vizianagaram,ANDHRA PRADESH,535002.0,IN,Shipped
171-6395980-8828309,CHITTOOR district,ANDHRA PRADESH,517113.0,IN,Shipped
404-1435490-1121140,BENGALURU,KARNATAKA,560078.0,IN,Shipped
402-7913336-9467565,RAE BARELI,UTTAR PRADESH,229001.0,IN,Shipped
408-7264030-5002700,Benipur,BIHAR,847201.0,IN,Unshipped
408-9019983-8862750,NEW DELHI,DELHI,110092.0,IN,Shipped
405-1990663-9192363,KHATIMA,UTTARAKHAND,262308.0,IN,Shipped
403-5876876-0701925,ERODE,TAMIL NADU,638005.0,IN,Shipped
405-1437048-4974713,BOKARO STEEL CITY,JHARKHAND,827012.0,IN,Cancelled
402-9348518-5984354,JAIPUR,RAJASTHAN,303905.0,IN,Cancelled
402-9348518-5984354,JAIPUR,RAJASTHAN,303905.0,IN,Cancelled
406-8892825-4377127,GURUGRAM,HARYANA,122002.0,IN,Cancelled
406-7955475-7819507,BENGALURU,KARNATAKA,560076.0,IN,Shipped
405-6675358-3715504,Ulhasnagar,MAHARASHTRA,421001.0,IN,Shipped
171-7920358-6691543,BENGALURU,KARNATAKA,560100.0,IN,Shipped
406-7722012-4093964,INDORE,MADHYA PRADESH,452010.0,IN,Shipped
408-7616878-8551517,HALWARA,PUNJAB,141106.0,IN,Shipped
408-8068196-8707526,THANE,MAHARASHTRA,401101.0,IN,Cancelled
407-2512537-5717124,BENGALURU,KARNATAKA,560056.0,IN,Shipped
406-3257301-5556318,"Neelakudi, Thiruvarur",TAMIL NADU,610005.0,IN,Shipped
402-7784273-3159533,JAIPUR,RAJASTHAN,302021.0,IN,Shipped
403-9745522-7408318,CUTTACK,ODISHA,753009.0,IN,Shipped
405-7523500-6097912,KOLKATA,WEST BENGAL,700032.0,IN,Shipped
171-0947491-1860302,MUMBAI,MAHARASHTRA,400078.0,IN,Shipped
407-9614308-2636322,VIJAYAWADA,ANDHRA PRADESH,520015.0,IN,Shipped
171-6153595-4758722,VASAI VIRAR,MAHARASHTRA,401209.0,IN,Shipped
402-0721169-8180327,KOLKATA,WEST BENGAL,700089.0,IN,Shipped
406-9129776-9779513,SHIMLA,HIMACHAL PRADESH,171009.0,IN,Shipped
406-4276465-0364334,NEW DELHI,DELHI,110085.0,IN,Shipped
402-8123545-4535558,COIMBATORE,TAMIL NADU,641062.0,IN,Unknown
408-0987613-5525924,DARBHANGA,BIHAR,846003.0,IN,Cancelled
406-0038568-0852338,BURDWAN,WEST BENGAL,713101.0,IN,Shipped
403-5684700-6277902,HYDERABAD,TELANGANA,500055.0,IN,Shipped
403-2561797-6193141,KOLKATA,WEST BENGAL,700017.0,IN,Shipped
406-4980665-9833930,Secunderabad,TELANGANA,500094.0,IN,Shipped
405-9201316-2870743,MIHAN,MAHARASHTRA,441110.0,IN,Shipped
408-7966317-7457928,NEW DELHI,DELHI,110092.0,IN,Shipped
171-0983521-4425145,HYDERABAD,TELANGANA,500090.0,IN,Shipped
403-5847066-2369918,KHURJA,UTTAR PRADESH,203131.0,IN,Shipped
404-9771516-3764302,KOLKATA,WEST BENGAL,700017.0,IN,Shipped
405-0534257-8109938,NEW DELHI,DELHI,110029.0,IN,Shipped
171-5702903-4981901,NOIDA,UTTAR PRADESH,201301.0,IN,Shipped
406-6474243-1265115,Choglamsar,LADAKH,194104.0,IN,Shipped
405-3523941-5355524,HYDERABAD,TELANGANA,502319.0,IN,Shipped
405-3523941-5355524,HYDERABAD,TELANGANA,502319.0,IN,Shipped
403-5082537-8368348,BENGALURU,KARNATAKA,560033.0,IN,Shipped
408-5947919-3506726,YAVATMAL,MAHARASHTRA,445001.0,IN,Shipped
408-6114783-6199528,Allahabad,UTTAR PRADESH,212404.0,IN,Shipped
408-6114783-6199528,Allahabad,UTTAR PRADESH,212404.0,IN,Shipped
408-9630926-2785104,REDHAKHOL,ODISHA,768106.0,IN,Cancelled
403-5342526-7867558,FARIDABAD,HARYANA,121002.0,IN,Unknown
404-2255125-4533134,CHENNAI,TAMIL NADU,600071.0,IN,Shipped
171-5594281-0212357,SHILLONG,MEGHALAYA,793018.0,IN,Shipped
405-6041428-1576346,GURUGRAM,HARYANA,122001.0,IN,Cancelled
405-5933927-3375545,GURUGRAM,HARYANA,122001.0,IN,Unknown
405-5933927-3375545,GURUGRAM,HARYANA,122001.0,IN,Unknown
405-3785331-3948333,HYDERABAD,TELANGANA,500055.0,IN,Shipped
404-8711304-7038702,HYDERABAD,TELANGANA,500084.0,IN,Shipped
405-2872303-9941933,AHMEDABAD,Gujarat,380015.0,IN,Unknown
402-6464284-9643538,FARIDPUR BAREILLY DISTRICT,UTTAR PRADESH,243503.0,IN,Shipped
405-7534473-2900341,Rourkela,ODISHA,769015.0,IN,Shipped
407-2944929-6438702,VIJAYAWADA,ANDHRA PRADESH,520015.0,IN,Shipped
171-0362861-1228360,VIZIANAGARAM,ANDHRA PRADESH,535004.0,IN,Shipped
404-5775216-5570767,JAIPUR,RAJASTHAN,302019.0,IN,Shipped
171-2754000-1881907,DHARWAD,KARNATAKA,580003.0,IN,Shipped
408-2784061-1695540,DAULATPUR,HIMACHAL PRADESH,177204.0,IN,Shipped
403-8794854-0523518,HYDERABAD,TELANGANA,500053.0,IN,Shipped
404-4680896-8003501,JALNA,MAHARASHTRA,431203.0,IN,Unshipped
405-8314081-3929157,KARIMNAGAR,TELANGANA,505001.0,IN,Shipped
406-1694518-5618746,BILASPUR,CHHATTISGARH,495001.0,IN,Cancelled
408-5094125-1397968,NEW DELHI,DELHI,110033.0,IN,Shipped
402-6569321-5308311,"ARVI,Dist- wardha",MAHARASHTRA,442201.0,IN,Shipped
406-5828889-4813915,GHAZIABAD,UTTAR PRADESH,201009.0,IN,Shipped
402-4832715-9188334,Kurseong,WEST BENGAL,734203.0,IN,Shipped
408-9898972-5365901,HYDERABAD,TELANGANA,500015.0,IN,Shipped
408-7275140-3593905,NANDURA,MAHARASHTRA,443404.0,IN,Shipped
405-7907546-1330739,DIU,DADRA AND NAGAR,362570.0,IN,Shipped
405-7732656-4733913,DIU,DADRA AND NAGAR,362570.0,IN,Shipped
405-7732656-4733913,DIU,DADRA AND NAGAR,362570.0,IN,Shipped
405-7732656-4733913,DIU,DADRA AND NAGAR,362570.0,IN,Shipped
171-5431988-8713937,MUMBAI 400101,MAHARASHTRA,400101.0,IN,Shipped
171-6687746-4020351,GHAZIABAD,UTTAR PRADESH,201010.0,IN,Shipped
403-3045245-2207560,NEW DELHI,DELHI,110085.0,IN,Shipped
405-4991185-1773106,KALYAN,MAHARASHTRA,421201.0,IN,Shipped
403-6782192-8968326,Chennai,TAMIL NADU,600012.0,IN,Shipped
171-6640050-9516349,PONNERI,TAMIL NADU,601204.0,IN,Shipped
402-5014156-9264316,HYDERABAD,TELANGANA,500049.0,IN,Cancelled
