orderid,fulfillment,shipservicelevel
405-4991185-1773106,Amazon,Expedited
403-6782192-8968326,Amazon,Expedited
171-6640050-9516349,Amazon,Expedited
402-5014156-9264316,Amazon,Expedited
408-8342548-5107567,Amazon,Expedited
404-7769149-3935539,Amazon,Expedited
402-5903377-6817119,Amazon,Expedited
405-6584819-2669165,Amazon,Expedited
405-9099443-7445111,Amazon,Expedited
408-3810333-4165930,Merchant,Standard
405-0881145-7742744,Amazon,Expedited
403-7153786-2898705,Amazon,Expedited
408-2042136-9817130,Amazon,Expedited
408-2042136-9817130,Amazon,Expedited
407-8176931-5052349,Merchant,Standard
407-3305249-3442711,Amazon,Expedited
403-5215681-9527524,Amazon,Expedited
408-3749874-2210712,Amazon,Expedited
406-6143137-4946754,Amazon,Expedited
403-3797724-0896348,Amazon,Expedited
407-3778695-8884327,Amazon,Expedited
402-6454286-3321909,Merchant,Standard
402-9138974-2250726,Amazon,Expedited
402-9138974-2250726,Amazon,Expedited
408-4193711-8156307,Merchant,Standard
404-5546156-4947565,Merchant,Standard
408-0902233-8069950,Merchant,Standard
171-7821391-2118700,Amazon,Expedited
171-3764328-7297105,Amazon,Expedited
406-5700980-4110708,Amazon,Expedited
406-4317049-7021127,Amazon,Expedited
408-0738576-5377963,Amazon,Expedited
171-6112262-4294731,Amazon,Expedited
402-0069978-7444377,Merchant,Standard
407-6451607-8520320,Amazon,Expedited
407-6825420-7253915,Merchant,Standard
171-2497796-8649164,Amazon,Expedited
405-3921640-0927553,Merchant,Standard
402-8291421-3780342,Amazon,Expedited
402-8291421-3780342,Amazon,Expedited
407-4549939-3485945,Amazon,Expedited
403-3597087-4521139,Amazon,Expedited
171-9016873-6719541,Amazon,Expedited
171-3693730-4530754,Amazon,Expedited
404-0541321-3023502,Amazon,Expedited
402-1600884-0332308,Amazon,Expedited
402-0229417-2609936,Amazon,Expedited
403-0131049-2132337,Amazon,Expedited
171-4573948-3966741,Amazon,Expedited
171-0211853-1251554,Merchant,Standard
404-3699924-2837921,Merchant,Standard
405-0457160-2123517,Amazon,Expedited
408-6862973-4520309,Amazon,Expedited
171-7679971-0310752,Amazon,Expedited
171-3669717-3172330,Amazon,Expedited
403-9724686-7777903,Amazon,Expedited
403-8306900-1833930,Merchant,Standard
403-1962150-0618711,Amazon,Expedited
403-1632972-2861963,Merchant,Standard
403-9533906-1728355,Amazon,Expedited
171-1269122-8425943,Amazon,Expedited
171-2937341-8703561,Amazon,Expedited
406-5206188-8892351,Amazon,Expedited
405-5228379-1065951,Amazon,Expedited
406-3236326-4964331,Merchant,Standard
408-3364449-3401947,Amazon,Expedited
402-7682157-9147503,Merchant,Standard
405-1515003-2007535,Amazon,Expedited
408-8569813-9288333,Merchant,Standard
404-0867714-0772302,Amazon,Expedited
404-0867714-0772302,Amazon,Expedited
404-0867714-0772302,Amazon,Expedited
402-1704468-7240327,Merchant,Standard
406-5757669-2996307,Amazon,Expedited
407-1492215-2982709,Amazon,Expedited
171-2119982-7294757,Amazon,Expedited
407-1684475-5197113,Amazon,Expedited
404-4568279-0273125,Amazon,Expedited
403-9752008-2541919,Merchant,Standard
403-3896686-3972343,Amazon,Expedited
408-5238024-3207538,Merchant,Standard
403-9336057-8075519,Amazon,Expedited
406-6070472-3313109,Amazon,Expedited
407-0828621-5564309,Merchant,Standard
402-7281943-2634753,Amazon,Expedited
408-3364643-8111517,Amazon,Expedited
402-9327280-6831502,Amazon,Expedited
405-8803159-2662729,Amazon,Expedited
405-8803159-2662729,Amazon,Expedited
405-8803159-2662729,Amazon,Expedited
405-8803159-2662729,Amazon,Expedited
405-3441275-4039543,Merchant,Standard
405-3441275-4039543,Merchant,Standard
406-2890663-9523509,Amazon,Expedited
402-1430516-9436331,Amazon,Expedited
171-7949350-6828319,Amazon,Expedited
171-2964083-5815566,Amazon,Expedited
406-9789934-2845967,Amazon,Expedited
405-9399780-0313164,Amazon,Expedited
404-9635079-7600310,Amazon,Expedited
171-6983189-6050757,Amazon,Expedited
171-6983189-6050757,Amazon,Expedited
171-3884714-3945906,Amazon,Expedited
171-3884714-3945906,Amazon,Expedited
171-3884714-3945906,Amazon,Expedited
405-1693679-3068331,Amazon,Expedited
402-4804971-8591532,Merchant,Standard
402-4804971-8591532,Merchant,Standard
405-1597244-8205967,Amazon,Expedited
403-9610979-2949958,Amazon,Expedited
405-1911317-3604322,Amazon,Expedited
404-7251284-9387528,Amazon,Expedited
403-4512253-4789948,Amazon,Expedited
408-1348466-1321955,Merchant,Standard
171-0490216-5028364,Amazon,Expedited
406-5421335-3440327,Amazon,Expedited
405-6836135-6312327,Merchant,Standard
171-0689935-4850722,Amazon,Expedited
403-9835374-1565102,Merchant,Standard
403-8625708-2309901,Amazon,Expedited
403-6616419-0658741,Merchant,Standard
171-5550949-7914705,Amazon,Expedited
408-9407260-0749114,Amazon,Standard
408-4453138-1209128,Amazon,Expedited
402-4934568-7802706,Amazon,Expedited
405-9862364-7636347,Amazon,Expedited
405-7713713-9002732,Amazon,Expedited
405-7713713-9002732,Amazon,Expedited
406-8536478-4581952,Merchant,Standard
407-0533151-5470709,Amazon,Expedited
404-6783850-0597940,Amazon,Expedited
407-3030317-4521947,Amazon,Expedited
402-0093786-0156303,Amazon,Expedited
171-3705534-0250736,Amazon,Expedited
408-9408562-5254749,Merchant,Standard
403-4739886-5496325,Amazon,Expedited
171-9312177-9903551,Amazon,Expedited
171-3255381-0489121,Merchant,Standard
408-4584840-2787538,Merchant,Standard
408-5118229-6373917,Amazon,Standard
403-0707216-6170737,Amazon,Expedited
403-3258819-8018763,Amazon,Expedited
408-2491878-4865146,Merchant,Standard
405-7190860-0329952,Amazon,Expedited
402-0164950-5496362,Amazon,Expedited
404-3821323-1636305,Amazon,Expedited
408-3649698-8803541,Amazon,Expedited
405-3694403-2551528,Amazon,Expedited
405-6593194-1742748,Amazon,Expedited
403-7086967-7558701,Amazon,Expedited
171-5927080-9153924,Amazon,Expedited
406-5651070-7367520,Amazon,Expedited
405-1952513-5416327,Amazon,Expedited
406-8112035-0609144,Amazon,Expedited
407-6114533-2816312,Merchant,Standard
407-6002733-2903540,Amazon,Expedited
403-1068845-1092310,Amazon,Expedited
407-3001310-2482707,Amazon,Expedited
407-3001310-2482707,Amazon,Expedited
402-9024954-3597923,Amazon,Expedited
404-6763777-8680366,Merchant,Standard
405-6167247-7769908,Amazon,Expedited
404-3190952-7345128,Amazon,Expedited
407-4179560-9885921,Amazon,Expedited
405-4515494-3244302,Amazon,Expedited
404-0812833-5129124,Amazon,Expedited
403-9928712-6587519,Amazon,Expedited
404-5314568-1043519,Amazon,Expedited
402-8207665-7247536,Amazon,Expedited
403-3814019-1141952,Amazon,Expedited
403-5049239-4135545,Amazon,Expedited
405-6344744-8777959,Amazon,Expedited
405-0654626-6276321,Amazon,Expedited
403-9647049-8100304,Amazon,Expedited
407-3546546-1957155,Amazon,Expedited
404-4807357-2693108,Amazon,Expedited
404-4911741-3341902,Amazon,Expedited
404-1580706-8406729,Amazon,Expedited
404-6525036-6681154,Amazon,Expedited
408-6862949-2369917,Amazon,Expedited
403-4522038-5418732,Amazon,Expedited
405-9510649-7934734,Amazon,Expedited
408-2170248-9556321,Amazon,Expedited
171-1747399-1165911,Amazon,Expedited
408-1752203-1767518,Amazon,Expedited
402-6953218-8797919,Amazon,Expedited
407-3644990-7729144,Merchant,Standard
406-9906656-5128304,Amazon,Expedited
171-8345794-3569957,Amazon,Expedited
403-9545828-0603523,Amazon,Expedited
408-8140052-8753913,Amazon,Expedited
406-7221225-8921144,Merchant,Standard
406-4803324-2221109,Amazon,Expedited
407-5470882-4765942,Merchant,Standard
403-0373263-7181928,Amazon,Expedited
405-3139781-4240349,Amazon,Expedited
404-4771108-9660348,Amazon,Expedited
407-4616863-5212363,Amazon,Expedited
405-5863149-6577918,Amazon,Expedited
405-5863149-6577918,Amazon,Expedited
406-7524766-1454768,Amazon,Expedited
408-6818789-4965132,Amazon,Expedited
402-1038454-4297969,Amazon,Expedited
408-8100357-3585904,Amazon,Expedited
402-4372312-4448367,Amazon,Expedited
406-3745473-8633147,Amazon,Expedited
403-1140011-7398736,Amazon,Expedited
403-1140011-7398736,Amazon,Expedited
403-1140011-7398736,Amazon,Expedited
403-1140011-7398736,Amazon,Expedited
171-2789156-5817163,Merchant,Standard
404-9605291-9790766,Amazon,Expedited
408-9259634-7565152,Merchant,Standard
171-2120512-6643534,Merchant,Standard
408-7767023-9733103,Amazon,Expedited
402-6159360-3192305,Merchant,Standard
406-4919920-0965963,Merchant,Standard
402-5821417-6985934,Amazon,Expedited
406-7489606-3781934,Amazon,Expedited
408-4543593-8672326,Amazon,Expedited
404-3628070-0647500,Merchant,Standard
404-3628070-0647500,Merchant,Standard
404-0691443-7069131,Amazon,Expedited
403-0467296-2575536,Amazon,Expedited
408-3531277-4885962,Amazon,Expedited
408-6069754-7397924,Amazon,Standard
408-0391714-9281921,Merchant,Standard
408-3692922-9946738,Amazon,Expedited
171-7935921-7575568,Amazon,Expedited
408-2026538-7845958,Amazon,Expedited
403-2026715-3949910,Amazon,Expedited
404-4599488-8213952,Merchant,Standard
S02-5278980-4327051,Amazon,Standard
171-5599779-6322751,Merchant,Standard
171-2550230-3805124,Merchant,Standard
402-5852450-2129941,Merchant,Standard
405-3054995-4312360,Merchant,Standard
407-2538775-7502719,Amazon,Expedited
406-1981446-7471514,Merchant,Standard
408-4235910-6012362,Amazon,Expedited
171-9839922-3832357,Amazon,Expedited
405-9808686-6294763,Amazon,Expedited
408-8489677-5577933,Merchant,Standard
402-5550488-9916304,Merchant,Standard
408-6369127-2887567,Amazon,Expedited
171-0113406-2293163,Amazon,Expedited
403-8565647-0953102,Amazon,Expedited
406-9957971-2569147,Amazon,Expedited
406-1092108-2639512,Amazon,Expedited
402-3270101-7657904,Merchant,Standard
402-7078622-5609155,Merchant,Standard
171-7678731-3568339,Amazon,Expedited
408-7206307-2384358,Merchant,Standard
407-5830946-0458753,Amazon,Expedited
171-3016563-0593956,Amazon,Expedited
404-3252605-4011545,Amazon,Expedited
171-1148440-5117161,Amazon,Expedited
171-7636697-5689908,Amazon,Expedited
408-1336273-5938748,Amazon,Expedited
406-3815399-6450709,Amazon,Expedited
171-9638653-2292340,Amazon,Expedited
403-7879236-4794741,Amazon,Expedited
406-4110471-9710751,Amazon,Expedited
408-5598612-8613920,Amazon,Expedited
404-3475672-0623516,Amazon,Expedited
403-0708193-0609948,Amazon,Expedited
402-6638943-7023558,Merchant,Standard
405-1047044-2461167,Amazon,Expedited
403-4121872-9661935,Amazon,Expedited
407-0341499-2477170,Amazon,Expedited
402-7081372-1053905,Merchant,Standard
402-7081372-1053905,Merchant,Standard
403-8349155-2308363,Amazon,Expedited
403-8349155-2308363,Amazon,Expedited
403-3794902-2627533,Amazon,Expedited
403-8342497-0727510,Merchant,Standard
403-5686295-0611519,Amazon,Expedited
404-9773937-7060345,Amazon,Expedited
407-3205298-5473103,Merchant,Standard
403-3741687-4048344,Amazon,Expedited
406-4889947-7806746,Amazon,Expedited
408-2548158-8811519,Merchant,Standard
402-4612397-6796307,Amazon,Expedited
402-2375582-5673132,Merchant,Standard
402-7355260-1275513,Merchant,Standard
171-6613108-2363511,Amazon,Expedited
406-5961574-4441901,Amazon,Expedited
404-9326488-7546742,Amazon,Expedited
403-1691463-7067522,Amazon,Expedited
171-1293566-4097166,Amazon,Expedited
404-6513417-3841113,Amazon,Expedited
408-7484954-7860326,Amazon,Expedited
408-0027611-3047556,Merchant,Standard
408-0027611-3047556,Merchant,Standard
408-0027611-3047556,Merchant,Standard
171-6240280-6484349,Amazon,Expedited
408-8511386-1974718,Amazon,Expedited
407-6157661-5199512,Merchant,Standard
403-0017800-9042751,Amazon,Expedited
403-0085734-1665956,Amazon,Expedited
171-7399869-6383547,Amazon,Expedited
402-9657774-4318743,Merchant,Standard
406-4946851-5210766,Amazon,Expedited
406-3669070-7817938,Merchant,Standard
408-8026223-3504338,Amazon,Expedited
405-7258660-0843511,Amazon,Expedited
402-4205432-7587534,Amazon,Expedited
406-8172747-6386706,Amazon,Expedited
408-3583941-7990727,Amazon,Expedited
406-3330230-6797916,Merchant,Standard
403-9175128-5028341,Amazon,Expedited
403-7622558-2750701,Amazon,Expedited
171-4759774-9917114,Amazon,Expedited
171-2730956-8469920,Amazon,Expedited
405-7330238-7284346,Amazon,Expedited
171-6337844-1873114,Amazon,Expedited
407-4387699-2165163,Amazon,Expedited
407-8428976-5530717,Amazon,Expedited
404-9035115-5697167,Merchant,Standard
406-6302630-1482741,Amazon,Expedited
408-5107980-7490767,Amazon,Expedited
408-5107980-7490767,Amazon,Expedited
408-2191353-0621121,Amazon,Expedited
404-6334918-0634714,Amazon,Expedited
403-1239945-5591548,Merchant,Standard
404-7406168-9217147,Amazon,Expedited
408-1013219-3362738,Amazon,Expedited
403-0802182-1109101,Amazon,Expedited
403-0309122-5817917,Amazon,Expedited
407-6980443-5231567,Merchant,Standard
406-0859473-5957957,Amazon,Expedited
408-6539097-5347560,Amazon,Expedited
403-7868813-3526702,Amazon,Expedited
405-6224180-2791517,Amazon,Expedited
408-8411055-6172361,Amazon,Expedited
171-2558577-3963545,Merchant,Standard
403-2828148-2903504,Merchant,Standard
171-0790810-5096364,Amazon,Expedited
403-7692763-8092362,Amazon,Expedited
403-7692763-8092362,Amazon,Expedited
407-8093398-2897154,Amazon,Expedited
403-5843515-0197907,Merchant,Standard
403-3917761-8428347,Amazon,Expedited
404-8373900-3799552,Amazon,Expedited
406-7566655-2824321,Amazon,Expedited
407-6378370-0617931,Amazon,Expedited
407-3146769-0090716,Merchant,Standard
407-1409766-1003533,Amazon,Expedited
408-8792901-2145126,Amazon,Expedited
402-6724550-6978711,Amazon,Expedited
406-6822577-5633910,Amazon,Expedited
405-1930468-0215514,Amazon,Expedited
S02-9107114-0460608,Amazon,Standard
408-1125697-9869900,Amazon,Expedited
408-9453216-9501922,Amazon,Expedited
408-9453216-9501922,Amazon,Expedited
402-3700824-1893101,Amazon,Expedited
406-5601546-3935561,Merchant,Standard
404-5899052-5877155,Amazon,Expedited
407-3704301-2298756,Amazon,Expedited
408-9593414-3493949,Amazon,Expedited
408-3784452-5056335,Amazon,Expedited
403-2094006-3473949,Amazon,Expedited
405-2038061-9168365,Amazon,Expedited
407-6225862-7010732,Merchant,Standard
406-9894846-2977124,Amazon,Expedited
408-0466342-6160313,Amazon,Expedited
171-1411931-8695529,Amazon,Expedited
405-4665747-1707505,Amazon,Expedited
405-2598876-9829123,Amazon,Expedited
404-4145876-7343530,Amazon,Expedited
171-4531834-4554765,Merchant,Standard
171-4076404-9258764,Amazon,Expedited
406-5539492-5425929,Amazon,Expedited
405-0735157-8832353,Amazon,Expedited
403-0004439-8848355,Amazon,Expedited
405-2465068-7043535,Amazon,Expedited
402-7869356-9551565,Merchant,Standard
404-0616942-0533962,Amazon,Expedited
402-9103592-1399503,Amazon,Expedited
403-1066225-1659554,Amazon,Expedited
402-4405416-1949113,Amazon,Expedited
402-4405416-1949113,Amazon,Expedited
402-4405416-1949113,Amazon,Expedited
402-5426483-2097950,Amazon,Expedited
405-0519372-7148367,Amazon,Expedited
405-2482384-0445932,Amazon,Expedited
407-7345653-0308320,Amazon,Expedited
407-7918584-3321167,Merchant,Standard
404-9833102-2103502,Amazon,Expedited
402-3639038-3679551,Amazon,Expedited
402-6585827-1554713,Amazon,Expedited
404-4853871-5371532,Amazon,Expedited
406-0956140-0012349,Merchant,Standard
402-8104859-6526742,Amazon,Expedited
171-1492122-0351528,Amazon,Expedited
404-4220653-2914737,Amazon,Expedited
406-5417811-8741110,Amazon,Expedited
406-8324856-3472311,Amazon,Expedited
408-3011835-7100318,Merchant,Standard
405-7844536-8046762,Merchant,Standard
171-2411011-0125905,Merchant,Standard
403-1687892-8212308,Amazon,Expedited
406-0691895-0471503,Merchant,Standard
405-7666513-9844302,Amazon,Expedited
405-1355264-6557110,Merchant,Standard
403-5297256-4435541,Amazon,Expedited
407-9665025-0698751,Amazon,Expedited
403-4570436-2713939,Amazon,Expedited
405-9841349-5869939,Amazon,Expedited
408-7721306-8516366,Amazon,Standard
405-2646018-2081155,Amazon,Expedited
405-2936022-2354729,Amazon,Expedited
171-1718013-5317150,Amazon,Expedited
408-9045350-1482703,Amazon,Expedited
408-9204821-0825919,Amazon,Expedited
408-3998053-4361911,Amazon,Expedited
408-0034595-6967577,Amazon,Expedited
402-0365208-0109142,Amazon,Expedited
405-0228947-1652364,Amazon,Expedited
402-4323266-5031518,Amazon,Expedited
402-1358132-6281146,Amazon,Expedited
408-1003182-7897956,Amazon,Expedited
171-7374731-4292323,Amazon,Expedited
406-9599371-7072353,Amazon,Expedited
408-6297808-3491569,Amazon,Expedited
407-3533608-1886715,Amazon,Expedited
408-2398227-7807552,Amazon,Expedited
406-6562231-1005110,Amazon,Expedited
408-8369778-8012338,Merchant,Standard
407-8906792-3067563,Amazon,Expedited
406-8952281-3638762,Amazon,Expedited
403-5744417-7365969,Amazon,Expedited
171-4772311-4657103,Merchant,Standard
402-3015366-6946700,Amazon,Expedited
405-6082314-2764324,Amazon,Expedited
404-6334429-8355529,Merchant,Standard
406-8970690-5821128,Amazon,Expedited
404-6186683-4267560,Amazon,Expedited
408-7115292-8677123,Amazon,Expedited
405-7007164-2814769,Amazon,Expedited
171-9781886-4517125,Amazon,Expedited
171-4844170-5617164,Amazon,Expedited
406-1213742-7260349,Amazon,Expedited
405-4558544-7448349,Amazon,Expedited
408-5222681-8599527,Amazon,Expedited
404-3908507-9632358,Amazon,Expedited
406-8618066-7209928,Amazon,Expedited
408-2552728-8217136,Amazon,Expedited
404-2417347-9633938,Merchant,Standard
406-7370859-8167524,Amazon,Expedited
406-7370859-8167524,Amazon,Expedited
408-0427509-8409960,Amazon,Expedited
408-5956738-7480347,Amazon,Expedited
403-8059355-5233928,Amazon,Expedited
407-1450322-3656343,Merchant,Standard
408-2838196-8468356,Amazon,Expedited
403-5897087-6057916,Merchant,Standard
403-3063667-9668367,Amazon,Expedited
407-9068980-0519517,Merchant,Standard
403-6574556-1329104,Merchant,Standard
407-0005757-3281121,Amazon,Expedited
402-7037716-9456300,Amazon,Expedited
403-6907642-9162700,Merchant,Standard
406-9093405-4105951,Merchant,Standard
171-5452338-0120319,Amazon,Expedited
403-0632972-0395504,Amazon,Expedited
403-0632972-0395504,Amazon,Expedited
406-7315579-0029125,Amazon,Expedited
407-4626631-6735557,Amazon,Expedited
171-4937589-2990741,Merchant,Standard
408-6514205-9009132,Amazon,Expedited
407-4906269-5608340,Amazon,Expedited
403-8469910-7471515,Amazon,Expedited
406-2351885-6536363,Amazon,Expedited
408-2880568-9924335,Amazon,Expedited
171-0448076-6177169,Amazon,Expedited
408-1329197-8563523,Amazon,Expedited
171-5819619-6076323,Amazon,Expedited
408-8453136-4220333,Merchant,Standard
408-8453136-4220333,Merchant,Standard
407-7781251-2009134,Amazon,Expedited
406-0881761-3829152,Amazon,Expedited
171-8169654-0282758,Amazon,Expedited
407-4792111-0135512,Amazon,Expedited
403-7790316-3965142,Merchant,Standard
403-3018480-3727511,Amazon,Expedited
171-8197669-4514719,Merchant,Standard
171-8197669-4514719,Merchant,Standard
171-0836624-0565930,Amazon,Expedited
404-2251624-2563520,Merchant,Standard
402-4809412-0843557,Merchant,Standard
405-0010015-4883533,Merchant,Standard
407-4031239-2645940,Amazon,Expedited
404-0421234-0915563,Amazon,Expedited
406-5667481-9041162,Amazon,Expedited
408-5555656-3236357,Amazon,Expedited
404-4589791-2786708,Amazon,Expedited
403-2767472-6078763,Amazon,Expedited
171-5080344-2642762,Amazon,Expedited
407-0481881-2040338,Merchant,Standard
407-0754626-8489962,Amazon,Expedited
171-9911915-2972305,Amazon,Expedited
402-9432533-7479564,Amazon,Expedited
